handle,fieldType,name,visible,plainDescription,categorySlugs,primaryCategorySlug,media,mediaAltText,ribbon,brand,price,strikethroughPrice,baseUnit,baseUnitMeasurement,totalUnits,totalUnitsMeasurement,cost,inventory,preOrderEnabled,preOrderMessage,preOrderLimit,sku,barcode,weight,packageLength,packageWidth,packageHeight,packageUnit,productOptionName1,productOptionType1,productOptionChoices1,productOptionName2,productOptionType2,productOptionChoices2,productOptionName3,productOptionType3,productOptionChoices3,productOptionName4,productOptionType4,productOptionChoices4,productOptionName5,productOptionType5,productOptionChoices5,productOptionName6,productOptionType6,productOptionChoices6,modifierName1,modifierType1,modifierCharLimit1,modifierMandatory1,modifierDescription1,modifierName2,modifierType2,modifierCharLimit2,modifierMandatory2,modifierDescription2,modifierName3,modifierType3,modifierCharLimit3,modifierMandatory3,modifierDescription3,modifierName4,modifierType4,modifierCharLimit4,modifierMandatory4,modifierDescription4,modifierName5,modifierType5,modifierCharLimit5,modifierMandatory5,modifierDescription5,modifierName6,modifierType6,modifierCharLimit6,modifierMandatory6,modifierDescription6,modifierName7,modifierType7,modifierCharLimit7,modifierMandatory7,modifierDescription7,modifierName8,modifierType8,modifierCharLimit8,modifierMandatory8,modifierDescription8,modifierName9,modifierType9,modifierCharLimit9,modifierMandatory9,modifierDescription9,modifierName10,modifierType10,modifierCharLimit10,modifierMandatory10,modifierDescription10
Product_a636e922-3414-4bce-916e-1b5ea337fec7,PRODUCT,Атрибуты Русских Богов,false,"<p>В этой книге Автор описывает атрибуты русских Богов, даты контакта с богами их функций.</p>",,,,,,,80,,,,,,0,IN_STOCK,false,,,978-5-91898-003-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_a636e922-3414-4bce-916e-1b5ea337fec7,MEDIA,,,,,,53e401_3535d2b9cd034911afc1f3a91adea004~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_7a2d6324-58a7-46ab-b2e8-f70a3e24f718,PRODUCT,Арканы Божественых Событий,false,,,,,,,,0,,,,,,0,OUT_OF_STOCK,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_7a2d6324-58a7-46ab-b2e8-f70a3e24f718,MEDIA,,,,,,53e401_d888df9d115a4d2dace7296f679988b6~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_e1fdab4f-de4b-4758-9e3f-aeb80b4fac58,PRODUCT,Бабы Яги - Кто Они,true,"<p>Рукописи не горят. Ничто и никогда не исчезает бесследно. Такие мысли сразу приходят на память после прочтения этой книги. Что было, то и будет, русская волшебная культура не умерла и не может умереть, даже если останется только один ее представитель. Не дайте ей исчезнуть, берегите ее, дополняйте утраченным, передавайте другим- в этом залог ее сохранения.Книга посвящена описанию техник достижения чудесных вещей, которые с корнем вырваны и продолжают искореняться из русской волшебной культуры. Но есть надежда, что это лишь начало исследования, если продолжится диалог с настоящими носителями исчезающей культуры.Книга расчитана на всех, кто пытается приблизится к источнику волшебных знаний.&nbsp;&nbsp;</p>",в-поисках-сокровенного;рекомендованные-для-учащихся-шж,,,,,,1500,,,,,,,IN_STOCK,false,,,978-5-91898-002-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_e1fdab4f-de4b-4758-9e3f-aeb80b4fac58,MEDIA,,,,,,53e401_94910f4618be4db0afac36246e4168fe~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_edb13645-0bb8-4a5e-9086-3a73bdded012,PRODUCT,Волхвы,true,"<p>Все люди по своей природе продолжают оставаться&nbsp;<span style=""font-weight: 700"">богами</span>, хотя и лишены памяти о своих прошлых - божественных воплощениях. Их высокие достижения были обусловлены нашей древней религией - православием и нашей древней верой - правоверием, канувшим в Лету, как и все былое могущество наших предков. О них и пойдет речь в предлагаемой работе.</p>",в-поисках-сокровенного;рекомендованные-для-учащихся-шж,,,,,,800,,,,,,,IN_STOCK,false,,,978-59024-4405-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_edb13645-0bb8-4a5e-9086-3a73bdded012,MEDIA,,,,,,53e401_93baa23a634a4221820bf78219a0a0b8~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_f90fcbe3-83c2-4064-8fa4-dcc30c2d5230,PRODUCT,Вопросы и ответы,false,"<p>Книга ""Вопросы и ответы"" посвящена наиболее часто задаваемым вопросам по ВОКК, сюда же включены отзывы читателей на книги автора серии ""В поисках сокровенного"".</p>",,,,,,,110,,,,,,0,IN_STOCK,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_f90fcbe3-83c2-4064-8fa4-dcc30c2d5230,MEDIA,,,,,,53e401_8b5018934bc5412cbb8442eb14852cfb~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_7ea93617-ebfa-445c-a054-23e1ea57a6ac,PRODUCT,Встреча с Кощеем Бессмертным,true,"<p>Сегодня конечность человеческой жизни воспринимается нами как естественное, само собой разумеющееся явление. Но заложена ли смерть во внутренней биологической природе человека? Предлагаемая работа доказывает, что убеждение большинства людей в невозможности физического бессмертия есть не что иное, как исторически сложившаяся догма, родственная в уверенности в том, что ""камни с неба падать не могут, потому, что их там нет"". Физическое бессмертие индивида возможно, считает автор этой книги и лишь упорство человеческого невежества мешает людям признать эту истину.</p>",в-поисках-сокровенного,,,,,,700,,,,,,,IN_STOCK,false,,,978-5-93897-010-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_7ea93617-ebfa-445c-a054-23e1ea57a6ac,MEDIA,,,,,,53e401_922e374c20aa451a80e8f8ccbeb2f2bb~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_3cab13f5-8dc5-4008-8a86-075d23183f65,PRODUCT,Диалог Земля-Космос,true,"<p><span style=""font-weight: 700"">Новое и дополненное издание!</span></p><p>В этой книге сделана попытка ответить на вопросы, почему на земле не прекращаются войны и кризисы, почему с каждым годом, несмотря на рост производства, не происходит улучшение положения людей, а наоборот, ухудшение. Почему преследуются изобретатели эпохальных открытий, ученые, открывшие новые явления и руководители филосовских школ, реально помогающие людям устроить свою жизнь. Кто стоит за переписыванием истории и уничтожением потрясающих, выходящих из ряда вон, археологических находок. Почему так упорно нам продолжают делать прививки в детском возрасте, хотя уже давно доказана их смертельная опасность? Кто придумывает образовательные реформы, которые от столетия к столетию ведут к дебилизации населения. Куда уходят добываемые ресурсы планеты, из которых только 5% идет на нужды Человечества, а 95% канут в неизвестности. Эта книга позволяет ответить на вопросы: кто является настоящим хозяином нашей планеты, и почему&nbsp; все благие начинания людей и политиков заканчиваются крахом, а жизнь на&nbsp;Земле как ни улучшалась, так и не улучшается.&nbsp;</p>",рекомендованные-для-учащихся-шж;в-поисках-сокровенного,,,,,,1000,,,,,,,IN_STOCK,false,,,978-5-902-444-03-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_3cab13f5-8dc5-4008-8a86-075d23183f65,MEDIA,,,,,,53e401_939794e3a42442cba59333d3cfb83cb9~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_407c513d-c366-4c9b-a752-e5466df0e042,PRODUCT,Древлеправославная цивилизация,true,"<p>В этой книге изложены главные традиции древлеправославной цивилизации, собранные&nbsp;из различных источников, и частично изложенные&nbsp;автором из его работ из серии ""В поисках сокровенного"". и серии ""Русская Волшебная Культура"". Поэтому книга принадлежит одновременно двум сериям&nbsp;и рассчитана на широкий круг читателей.</p>",русская-волшебная-культура;рекомендованные-для-учащихся-шж,,,,,,800,,,,,,,IN_STOCK,false,,,976-5-91898-001-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_407c513d-c366-4c9b-a752-e5466df0e042,MEDIA,,,,,,53e401_c7ca948379ad4b5685983add4bd8f516~mv2_d_1200_1200_s_2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_b5419e3e-89e5-4e31-8979-a93c70b3a2dd,PRODUCT,Древлеправославный Календарь и пробелы в русской истории,false,"<p>Эта книга посвящена вопросам влияния на человека, чисел и временных промежутков, которые определяют его судъбу, удачу, процветание или, наоборот, при незнании функций чисел и временных промежутков, можно так и остаться в поле несчастий, невезения и всевожможных напастей. Все это было отражено в древлеправославном календаре, в его строении и в праздничных датах, построенного нашими предками на фундаментальной базе функций натурального ряда чисел. В процессе исследования этого календаря вскрываются очень серьездные пробелы в наших знаниях о русской культуре и истории, которые мы и попытались здесь вспомнить.</p>",рекомендованные-для-учащихся-шж;в-поисках-сокровенного,,,,,,250,,,,,,0,IN_STOCK,false,,,978-6-91898-040-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_b5419e3e-89e5-4e31-8979-a93c70b3a2dd,MEDIA,,,,,,53e401_8e5d2c7dbf3849738eec209a1be55b49~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_b5628427-cd9a-40a2-ae3c-47db1a2e9c82,PRODUCT,Запрещённая история,false,"<p>Книга ""Запрещённая история"" входит в серию ""В поисках сокровенного"" и вместе с ""Украденной историей"" автора является продолжением книги ""Русь борейская"". В ней предпринята попытка объяснить, как высокоразвитая цивилизация, существовавшая на Земле по нынешним историческим меркам не так уж давно, следы которой тщательно уничтожаются и изымаются, была опущена на современный уровень. В книге дана общая панорама событий в недавней истории нашей планеты, которая не вписывается в классическую хронологию России. Проведённое расследование и сопоставление ""исторических документов"" выявило 100% фальсификацию русской истории. А на основе эпосов различных народов осуществлена попытка воссоздания хронологии трагических событий, которые пришлось пережить Русскому народу. Второе издание книги ""Запрещённая история"" существенно расширено и переработано.</p>",,,,,,,200,,,,,,0,IN_STOCK,false,,,978-5-91898-028-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_b5628427-cd9a-40a2-ae3c-47db1a2e9c82,MEDIA,,,,,,53e401_fbde9ba86db045908ce7ed427d1b85c8~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_e69e29ae-77ed-4018-a83d-a80a485e4066,PRODUCT,Званиеслов. Имена-обереги,true,"<p>Работа посвящена древлеправославной системе определения имён богов, необходимых для имени и звания человека. Славя русских богов, которые входят в имя человека, верный древлеправославию получает не только душевную и духовную пищу, но и божественную судьбу. Только с помощью своих вычисленных божественных имён можно творить чудеса и обретать чудесные способности (сиддхи) и, в конце концов, как и наши предки, стать богом. В книге рассказано о ритуалах имянаречения и способах вызволения души умершего человека обратно в эту жизнь. Без божественных имён, человек не получает на том свете духовного питания (а другого питания там просто нет), потому что католические имена мучеников никто не славит. Поэтому, чтобы душа не умерла с голоду, она вынуждена воплощаться в кого попало, даже в животных и птиц, что для неё тоже означает в итоге гибель.</p>",рекомендованные-для-учащихся-шж;русская-волшебная-культура,,,,,,750,,,,,,,IN_STOCK,false,,,978-5-91898-022-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_e69e29ae-77ed-4018-a83d-a80a485e4066,MEDIA,,,,,,c6fba9_e4ccf50240b840e8a94812c10d845b2e~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_5d37d28c-037c-4a47-8143-e0cacd6fa9a6,PRODUCT,Именослов и Званиеслов,false,,,,,,,,0,,,,,,0,OUT_OF_STOCK,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_5d37d28c-037c-4a47-8143-e0cacd6fa9a6,MEDIA,,,,,,53e401_0c02ae525d2f447fb69c7b5e0e6fabe7~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_fe29a4b3-0eb2-4b9a-936d-806550d055ce,PRODUCT,Именослов Имена - обереги,false,"<p>Работа посвящена древней системе определения имен, задающих человеку&nbsp; божественную судьбу и божественные возможности. Это дальнейшее развитие темы ""Обереги"". Помимо практики определения и присвоения имени, рассказано о ритуалах имянаречения и способах воплощения души умершего человека в новорожденных его Рода, применяемых хранителями нашей древней веры.</p>",,,,,,,0,,,,,,0,OUT_OF_STOCK,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_fe29a4b3-0eb2-4b9a-936d-806550d055ce,MEDIA,,,,,,53e401_0a1ab4e1153c4b7bb9178b1205484c53~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_c3e48b2d-67f0-4763-a714-3a56f7531608,PRODUCT,Инструкция (дополнение к книге - Званиеслов. Имена-Обереги)новая обл.,true,"<p>Работа посвящена древлеправославной системе определения имён богов, необходимых для имени и звания человека. Славя русских богов, которые входят в имя человека, верный древлеправославию получает не только душевную и духовную пищу, но и божественную судьбу. Только с помощью своих вычисленных божественных имён можно творить чудеса и обретать чудесные способности (сиддхи) и, в конце концов, как и наши предки, стать богом. В книге рассказано о ритуалах имянаречения и способах вызволения души умершего человека обратно в эту жизнь. Без божественных имён, человек не получает на том свете духовного питания (а другого питания там просто нет), потому что католические имена мучеников никто не славит. Поэтому, чтобы душа не умерла с голоду, она вынуждена воплощаться в кого попало, даже в животных и птиц, что для неё тоже означает в итоге гибель.Книга снабжена таблицами и схемами для определения древлеправославных имён, в дополнение к книге ""Званиеслов"".</p>",рекомендованные-для-учащихся-шж;русская-волшебная-культура,,,,,,750,,,,,,,IN_STOCK,false,,,978-5-91898-027-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_c3e48b2d-67f0-4763-a714-3a56f7531608,MEDIA,,,,,,be0332_2cff63b0d08d4571a0c13da085bb1e3f~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_04f39d9c-4cc5-4d41-bb52-ec998a871398,PRODUCT,Искры,true,<p>Первая телепатическая книга</p>,,,,,,,700,,,,,,,IN_STOCK,false,,,978-5-918-98-024-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_04f39d9c-4cc5-4d41-bb52-ec998a871398,MEDIA,,,,,,53e401_fe6f19a49b82460fae5c4d40426af49e~mv2_d_1200_1200_s_2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_233a06c3-a820-4956-81aa-a860eaff4189,PRODUCT,Как Нам Вернуть Рай,true,"<p><span style=""font-weight: 700"">Исправленное и дополненное издание!</span></p><p>Настоящий сборник исследований посвящен описанию достижений древних цивилизаций, причин их гибели и путей возвращения Человечества обратно к своему прежнему могуществу. Он состоит из трех частей.&nbsp; Первая- ""Наши Предки""- выходит существенно дополненной новыми материалами. Вторая часть, вошедшая в этот сборник, ""Истоки лунного культа"", также переработана, исправлена и дополнена новой информацией. В третьей части ""Возвращения Рая на Землю"" сконцентрированы материалы исследований о том , что необходимо сделать, чтобы вернуть на Землю утраченный Рай.</p>",рекомендованные-для-учащихся-шж;в-поисках-сокровенного,,,,,,900,,,,,,,IN_STOCK,false,,,978-5-902444-05-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_233a06c3-a820-4956-81aa-a860eaff4189,MEDIA,,,,,,53e401_d07d1cf310f642b9b67f7c7111c83168~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_828c4885-136e-4c2e-8789-ef4ec274732c,PRODUCT,Как родить Бога,true,"<p><span style=""font-weight: 700"">Новое и дополненное издание!</span>Книга посвящена древнерусским традициям, вырванным с корнем из современной культуры. Сегодня молодые люди уже не знают ни как выбрать себе спутника или спутницу жизни, ни как правильно зачать, рожать и воспитывать детей, ни как нужно вести себя в семье, чтобы она была источником эволюции, а не источником разрушения здоровья и психики. Даже не знают, как правильно совершать акт соития, превратив последний в разновидность развлечения. Несмотря на огромное количество книг, посвящённых этим вопросам, реальная информация, раскрывающая, хотя бы частично, поднятые темы, в них отсутствует. Эта книга в какой-то степени позволит устранить этот пробел.</p>",в-поисках-сокровенного,,,,,,700,,,,,,,IN_STOCK,false,,,978-5-902-444-04-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_828c4885-136e-4c2e-8789-ef4ec274732c,MEDIA,,,,,,53e401_7fec71006a7044a2865531b108cc8edd~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_75c68583-f0b3-42b3-8d9d-8b5df180be5f,PRODUCT,Как стать сыроедом,true,"<p>Книга предназначена для сыроедов со стажем и для тех, кто хочет безболезненно перейти на сыроедение. Приведены характерные ошибки при сыроедении, дано примерное меню с рецептами сыроедческих блюд для переходного периода.</p>",в-поисках-сокровенного,,,,,,700,,,,,,,IN_STOCK,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_75c68583-f0b3-42b3-8d9d-8b5df180be5f,MEDIA,,,,,,53e401_48a0341aac7347f09beec6e5ec6d3fc0~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_07df9bb1-77f1-444d-8f79-a598c884d41c,PRODUCT,Календарь Жреца,true,"<p>Календарь Жреца входит в серию Волшебная Русская Культура и является пособием по определению времени изготовления вещей, которое делает их чудесными и придаёт волшебные свойства. Предназначена для слушателей Школы Жрецов.</p>",русская-волшебная-культура,,,,,,1500,,,,,,0,IN_STOCK,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_07df9bb1-77f1-444d-8f79-a598c884d41c,MEDIA,,,,,,53e401_69b89b2ad74848b2b4643c8719a5b7af~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_c0d0edb1-396b-4af5-9879-965f5047a62b,PRODUCT,Когда люди были Богами,true,"<p>Используя мифологию и научные данные, автор доказывает одно из утверждений Вед,что предшествующие цивилизации, по своему развитию находились на уровне Повелителей Вселенных, и мы являемся их потомками. Эта книга интересна для всех, кто пытается познать правду о происхождении людей и реальную историю нашей цивилизации.</p>",в-поисках-сокровенного,,,,,,700,,,,,,,IN_STOCK,false,,,978-5-93897-004-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_c0d0edb1-396b-4af5-9879-965f5047a62b,MEDIA,,,,,,53e401_9be80b84978d45ea9e0105964be439fc~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
